                       	strcasestr	simple_strcasestr
Length    6/3, alignment  9/ 0, fail:	28.0625	45.6797
Length    6/3, alignment  9/ 3, found:	29.8984	43.7422
Length    6/3, alignment  9/ 3, fail:	29.0469	45.7734
Length    6/3, alignment  9/ 9, found:	31.1953	45.2031
Length    6/3, alignment  9/ 9, fail:	29.1562	45.6797
Length    6/3, alignment  9/15, found:	31.2266	45.0938
Length    6/3, alignment  9/15, fail:	29.0547	45.7812
Length    6/3, alignment 15/ 0, found:	31.1875	44.9922
Length    6/3, alignment 15/ 0, fail:	29.2969	46.1719
Length    6/3, alignment 15/ 3, found:	30.3359	44.6094
Length    6/3, alignment 15/ 3, fail:	29.3672	45.7188
Length    6/3, alignment 15/ 9, found:	30.2266	44.6797
Length    6/3, alignment 15/ 9, fail:	29.3438	45.7188
Length    6/3, alignment 15/15, found:	30.0156	64.6641
Length    6/3, alignment 15/15, fail:	30.3203	45.6875
Length    9/3, alignment  0/ 0, found:	34.625	49.1172
Length    9/3, alignment  0/ 0, fail:	30.2656	49.1719
Length    9/3, alignment  0/ 3, found:	32.2031	48.2969
Length    9/3, alignment  0/ 3, fail:	29.8047	48.8594
Length    9/3, alignment  0/ 9, found:	33.7812	48.2422
Length    9/3, alignment  0/ 9, fail:	29.7188	50.7812
Length    9/3, alignment  0/15, found:	33.5859	49.6797
Length    9/3, alignment  0/15, fail:	29.7578	48.2734
Length    9/3, alignment  3/ 0, found:	31.5469	49.2969
Length    9/3, alignment  3/ 0, fail:	29.7188	48.7734
Length    9/3, alignment  3/ 3, found:	31.7031	48.2031
Length    9/3, alignment  3/ 3, fail:	29.8047	48.7109
Length    9/3, alignment  3/ 9, found:	33.8438	48.4531
Length    9/3, alignment  3/ 9, fail:	30.3438	48.2344
Length    9/3, alignment  3/15, found:	33.7734	48.2734
Length    9/3, alignment  3/15, fail:	30.3906	48.2344
Length    9/3, alignment  9/ 0, found:	31.8438	47.9453
Length    9/3, alignment  9/ 0, fail:	29.7969	49.3125
Length    9/3, alignment  9/ 3, found:	31.7266	48.3203
Length    9/3, alignment  9/ 3, fail:	29.6797	49.3125
Length    9/3, alignment  9/ 9, found:	32.1797	48.3281
Length    9/3, alignment  9/ 9, fail:	29.7422	49.4375
Length    9/3, alignment  9/15, found:	33.6875	49.0469
Length    9/3, alignment  9/15, fail:	29.3594	49.3672
Length    9/3, alignment 15/ 0, found:	31.5781	48.7188
Length    9/3, alignment 15/ 0, fail:	29.7344	48.9297
Length    9/3, alignment 15/ 3, found:	31.4922	48.8047
Length    9/3, alignment 15/ 3, fail:	32	48.7891
Length    9/3, alignment 15/ 9, found:	33.625	49.4062
Length    9/3, alignment 15/ 9, fail:	29.875	49.7812
Length    9/3, alignment 15/15, found:	33.7344	49.1719
Length    9/3, alignment 15/15, fail:	29.3438	49.4062
Length   12/3, alignment  0/ 0, found:	35.1797	52.2188
Length   12/3, alignment  0/ 0, fail:	31.5547	52.0156
Length   12/3, alignment  0/ 3, found:	34.1172	50.8359
Length   12/3, alignment  0/ 3, fail:	31.1562	51.2891
Length   12/3, alignment  0/ 9, found:	33.9766	51.7812
Length   12/3, alignment  0/ 9, fail:	31.8828	51.9453
Length   12/3, alignment  0/15, found:	34.3984	51.0859
Length   12/3, alignment  0/15, fail:	31.375	52.2109
Length   12/3, alignment  3/ 0, found:	33.9609	51.2344
Length   12/3, alignment  3/ 0, fail:	31.2266	51.0234
Length   12/3, alignment  3/ 3, found:	34.4219	51.2422
Length   12/3, alignment  3/ 3, fail:	31.1406	52.3359
Length   12/3, alignment  3/ 9, found:	34.1172	50.375
Length   12/3, alignment  3/ 9, fail:	31.1562	51.5391
Length   12/3, alignment  3/15, found:	37.1719	51.875
Length   12/3, alignment  3/15, fail:	31.3203	50.8125
Length   12/3, alignment  9/ 0, found:	34.8359	51.1719
Length   12/3, alignment  9/ 0, fail:	31.9062	51
Length   12/3, alignment  9/ 3, found:	34.2734	50.4062
Length   12/3, alignment  9/ 3, fail:	31.3281	52.6641
Length   12/3, alignment  9/ 9, found:	34.5156	48.2656
Length   12/3, alignment  9/ 9, fail:	31.6328	49.4062
Length   12/3, alignment  9/15, found:	31.7734	47.7656
Length   12/3, alignment  9/15, fail:	30.0078	48.8594
Length   12/3, alignment 15/ 0, found:	31.9688	48.1797
Length   12/3, alignment 15/ 0, fail:	29.2578	48.9844
Length   12/3, alignment 15/ 3, found:	32.5469	48.3984
Length   12/3, alignment 15/ 3, fail:	29.8594	48.9453
Length   12/3, alignment 15/ 9, found:	32.5781	47.5547
Length   12/3, alignment 15/ 9, fail:	31.6797	48.7266
Length   12/3, alignment 15/15, found:	33.5625	62.6641
Length   12/3, alignment 15/15, fail:	35.4922	50.5312
Length   15/3, alignment  0/ 0, found:	34.2266	51.5938
Length   15/3, alignment  0/ 0, fail:	34.1328	53.5938
Length   15/3, alignment  0/ 3, found:	34.4844	50.9766
Length   15/3, alignment  0/ 3, fail:	33.5625	52.7031
Length   15/3, alignment  0/ 9, found:	33.4297	51.7969
Length   15/3, alignment  0/ 9, fail:	33.3047	52.9688
Length   15/3, alignment  0/15, found:	33.5	51.7188
Length   15/3, alignment  0/15, fail:	35.5547	52.9688
Length   15/3, alignment  3/ 0, found:	36.0156	52.0156
Length   15/3, alignment  3/ 0, fail:	35.4922	52.9688
Length   15/3, alignment  3/ 3, found:	35.7891	51.9141
Length   15/3, alignment  3/ 3, fail:	33.2266	52.9297
Length   15/3, alignment  3/ 9, found:	33.6641	51.7734
Length   15/3, alignment  3/ 9, fail:	33.3359	52.9609
Length   15/3, alignment  3/15, found:	34.1562	51.8516
Length   15/3, alignment  3/15, fail:	33.6484	53.3984
Length   15/3, alignment  9/ 0, found:	33.4219	51.5703
Length   15/3, alignment  9/ 0, fail:	33.7969	53.5156
Length   15/3, alignment  9/ 3, found:	34.0312	52.0547
Length   15/3, alignment  9/ 3, fail:	33.2266	53.0547
Length   15/3, alignment  9/ 9, found:	34.375	51.2422
Length   15/3, alignment  9/ 9, fail:	33.8047	53.1406
Length   15/3, alignment  9/15, found:	35.8203	52.0703
Length   15/3, alignment  9/15, fail:	33.7734	53.1328
Length   15/3, alignment 15/ 0, found:	33.9844	51.4453
Length   15/3, alignment 15/ 0, fail:	33.7422	52.5078
Length   15/3, alignment 15/ 3, found:	35.625	52.1562
Length   15/3, alignment 15/ 3, fail:	33.7812	52.9766
Length   15/3, alignment 15/ 9, found:	33.7266	51.7344
Length   15/3, alignment 15/ 9, fail:	33.6719	53.0938
Length   15/3, alignment 15/15, found:	34.7109	51.4531
Length   15/3, alignment 15/15, fail:	33.5938	53.0859
Length   18/3, alignment  0/ 0, found:	38.5781	58.2344
Length   18/3, alignment  0/ 0, fail:	31.8984	54.7812
Length   18/3, alignment  0/ 3, found:	38.8516	54.3828
Length   18/3, alignment  0/ 3, fail:	31.5391	54.8516
Length   18/3, alignment  0/ 9, found:	38.5703	54.4531
Length   18/3, alignment  0/ 9, fail:	33.1328	54.6484
Length   18/3, alignment  0/15, found:	39.7344	55.9688
Length   18/3, alignment  0/15, fail:	32.8203	54.1719
Length   18/3, alignment  3/ 0, found:	40.1953	54.5625
Length   18/3, alignment  3/ 0, fail:	33.1484	54.6328
Length   18/3, alignment  3/ 3, found:	38.6797	54.6562
Length   18/3, alignment  3/ 3, fail:	30.5234	54.4531
Length   18/3, alignment  3/ 9, found:	40.5391	54.5391
Length   18/3, alignment  3/ 9, fail:	32.8516	54.2734
Length   18/3, alignment  3/15, found:	40.1016	54.0859
Length   18/3, alignment  3/15, fail:	33.1328	53.7656
Length   18/3, alignment  9/ 0, found:	38.1719	54.5781
Length   18/3, alignment  9/ 0, fail:	32.8359	54.0547
Length   18/3, alignment  9/ 3, found:	40.0781	55.625
Length   18/3, alignment  9/ 3, fail:	33.1328	54.5
Length   18/3, alignment  9/ 9, found:	38.4688	55.4688
Length   18/3, alignment  9/ 9, fail:	33.9062	54.5312
Length   18/3, alignment  9/15, found:	40.0703	55.7109
Length   18/3, alignment  9/15, fail:	34	62.9844
Length   18/3, alignment 15/ 0, found:	43.4375	55.0625
Length   18/3, alignment 15/ 0, fail:	35.8672	53.9766
Length   18/3, alignment 15/ 3, found:	41.1172	54.1172
Length   18/3, alignment 15/ 3, fail:	37.7812	55.6328
Length   18/3, alignment 15/ 9, found:	38.4219	54.5547
Length   18/3, alignment 15/ 9, fail:	31.8828	54.9844
Length   18/3, alignment 15/15, found:	37.9141	54.0703
Length   18/3, alignment 15/15, fail:	33.2109	53.9531
Length   21/3, alignment  0/ 0, found:	36.9141	57.4766
Length   21/3, alignment  0/ 0, fail:	32.7656	57.5859
Length   21/3, alignment  0/ 3, found:	36.2422	57.5938
Length   21/3, alignment  0/ 3, fail:	32.5703	57.7422
Length   21/3, alignment  0/ 9, found:	36.1094	56.9688
Length   21/3, alignment  0/ 9, fail:	32.2578	56.2969
Length   21/3, alignment  0/15, found:	37.3125	56.6641
Length   21/3, alignment  0/15, fail:	32.4453	57.0156
Length   21/3, alignment  3/ 0, found:	35.8984	57.9453
Length   21/3, alignment  3/ 0, fail:	35.7734	56.6719
Length   21/3, alignment  3/ 3, found:	37.6562	57.7734
Length   21/3, alignment  3/ 3, fail:	35.5547	57.2891
Length   21/3, alignment  3/ 9, found:	37.7969	57.8672
Length   21/3, alignment  3/ 9, fail:	35.5625	57.0938
Length   21/3, alignment  3/15, found:	37.8203	57.9062
Length   21/3, alignment  3/15, fail:	34.5625	57.3359
Length   21/3, alignment  9/ 0, found:	35.9531	57
Length   21/3, alignment  9/ 0, fail:	34.1719	56.9297
Length   21/3, alignment  9/ 3, found:	35.8594	57.6875
Length   21/3, alignment  9/ 3, fail:	32.8125	56.8594
Length   21/3, alignment  9/ 9, found:	37.7422	57.0391
Length   21/3, alignment  9/ 9, fail:	32.7266	56.9531
Length   21/3, alignment  9/15, found:	35.8438	57.8984
Length   21/3, alignment  9/15, fail:	32.7734	57.2969
Length   21/3, alignment 15/ 0, found:	37.7344	57.3906
Length   21/3, alignment 15/ 0, fail:	34.6016	56.7188
Length   21/3, alignment 15/ 3, found:	37.5312	57.7109
Length   21/3, alignment 15/ 3, fail:	34.5781	56.6562
Length   21/3, alignment 15/ 9, found:	37.6953	57.2422
Length   21/3, alignment 15/ 9, fail:	32.7891	57.6562
Length   21/3, alignment 15/15, found:	37.7266	57.2109
Length   21/3, alignment 15/15, fail:	32.3125	57.2891
Length   24/3, alignment  0/ 0, found:	38.3984	60.4297
Length   24/3, alignment  0/ 0, fail:	34.4375	60.2266
Length   24/3, alignment  0/ 3, found:	37.1797	59.8516
Length   24/3, alignment  0/ 3, fail:	33.9531	59.4453
Length   24/3, alignment  0/ 9, found:	39.3125	60.7656
Length   24/3, alignment  0/ 9, fail:	35.5703	60.0547
Length   24/3, alignment  0/15, found:	37.5156	59.9922
Length   24/3, alignment  0/15, fail:	34.2656	60.6797
Length   24/3, alignment  3/ 0, found:	36.9453	60.7031
Length   24/3, alignment  3/ 0, fail:	34.3203	60.3203
Length   24/3, alignment  3/ 3, found:	39.2578	60.2578
Length   24/3, alignment  3/ 3, fail:	35.9062	59.4141
Length   24/3, alignment  3/ 9, found:	37.5078	60.3828
Length   24/3, alignment  3/ 9, fail:	34.2969	59.7891
Length   24/3, alignment  3/15, found:	39.4297	59.9922
Length   24/3, alignment  3/15, fail:	36.0391	59.4375
Length   24/3, alignment  9/ 0, found:	37.0625	60.3672
Length   24/3, alignment  9/ 0, fail:	33.8281	60.3047
Length   24/3, alignment  9/ 3, found:	37.5781	60.8281
Length   24/3, alignment  9/ 3, fail:	35.9141	60.3047
Length   24/3, alignment  9/ 9, found:	39.2344	67.8594
Length   24/3, alignment  9/ 9, fail:	35.9219	59.9609
Length   24/3, alignment  9/15, found:	39.4375	60.8281
Length   24/3, alignment  9/15, fail:	36.1562	60.3047
Length   24/3, alignment 15/ 0, found:	37.6641	60.8672
Length   24/3, alignment 15/ 0, fail:	35.9219	59.7891
Length   24/3, alignment 15/ 3, found:	39.2031	60.0859
Length   24/3, alignment 15/ 3, fail:	35.9453	59.3594
Length   24/3, alignment 15/ 9, found:	39.4766	60.5781
Length   24/3, alignment 15/ 9, fail:	33.4297	59.9219
Length   24/3, alignment 15/15, found:	38.8203	63.6719
Length   24/3, alignment 15/15, fail:	35.9688	59.6797
Length   27/3, alignment  0/ 0, found:	39.1172	63.8125
Length   27/3, alignment  0/ 0, fail:	35.75	62.8672
Length   27/3, alignment  0/ 3, found:	39.3125	63.6797
Length   27/3, alignment  0/ 3, fail:	35.6094	62.7969
Length   27/3, alignment  0/ 9, found:	39.0938	63.8281
Length   27/3, alignment  0/ 9, fail:	35.5078	63.1016
Length   27/3, alignment  0/15, found:	40.1719	63.6641
Length   27/3, alignment  0/15, fail:	35.7109	63.1562
Length   27/3, alignment  3/ 0, found:	37.9844	62.9531
Length   27/3, alignment  3/ 0, fail:	35.6328	62.8516
Length   27/3, alignment  3/ 3, found:	38.4297	63.7422
Length   27/3, alignment  3/ 3, fail:	35.7266	63.1641
Length   27/3, alignment  3/ 9, found:	38.2812	63.7422
Length   27/3, alignment  3/ 9, fail:	35.75	62.6328
Length   27/3, alignment  3/15, found:	40.7656	63.6953
Length   27/3, alignment  3/15, fail:	37.0234	62.9297
Length   27/3, alignment  9/ 0, found:	40.3906	63.9219
Length   27/3, alignment  9/ 0, fail:	37.0625	62.7734
Length   27/3, alignment  9/ 3, found:	40.25	63.2344
Length   27/3, alignment  9/ 3, fail:	37.5234	63.0859
Length   27/3, alignment  9/ 9, found:	40.8516	63.6094
Length   27/3, alignment  9/ 9, fail:	35.6328	62.8125
Length   27/3, alignment  9/15, found:	40.75	63.625
Length   27/3, alignment  9/15, fail:	37.5547	63.2266
Length   27/3, alignment 15/ 0, found:	40.7422	63.0547
Length   27/3, alignment 15/ 0, fail:	37.5	62.875
Length   27/3, alignment 15/ 3, found:	40.5234	63.5703
Length   27/3, alignment 15/ 3, fail:	37.7109	62.6953
Length   27/3, alignment 15/ 9, found:	40.7031	63.5312
Length   27/3, alignment 15/ 9, fail:	37.5234	62.4922
Length   27/3, alignment 15/15, found:	40.8516	63.5312
Length   27/3, alignment 15/15, fail:	36.6562	62.8125
Length   30/3, alignment  0/ 0, found:	40.2266	67.3594
Length   30/3, alignment  0/ 0, fail:	37.6953	66.1172
Length   30/3, alignment  0/ 3, found:	40.4688	66.4766
Length   30/3, alignment  0/ 3, fail:	37.0781	65.8516
Length   30/3, alignment  0/ 9, found:	40.6094	66.3047
Length   30/3, alignment  0/ 9, fail:	37.0078	65.7891
Length   30/3, alignment  0/15, found:	40.7734	66.5703
Length   30/3, alignment  0/15, fail:	37.0547	66
Length   30/3, alignment  3/ 0, found:	40.3125	66.5703
Length   30/3, alignment  3/ 0, fail:	38.9609	65.6797
Length   30/3, alignment  3/ 3, found:	47.7812	66.2969
Length   30/3, alignment  3/ 3, fail:	36.9453	65.0469
Length   30/3, alignment  3/ 9, found:	42.1016	65.8047
Length   30/3, alignment  3/ 9, fail:	36.7344	65.6562
Length   30/3, alignment  3/15, found:	40.0156	66.2656
Length   30/3, alignment  3/15, fail:	37.2109	65.6797
Length   30/3, alignment  9/ 0, found:	40.3203	72.0859
Length   30/3, alignment  9/ 0, fail:	33.6953	60.2031
Length   30/3, alignment  9/ 3, found:	37.0859	62.4688
Length   30/3, alignment  9/ 3, fail:	37.2422	65.1016
Length   30/3, alignment  9/ 9, found:	40.3125	66.3516
Length   30/3, alignment  9/ 9, fail:	38.9922	65.6875
Length   30/3, alignment  9/15, found:	41.6094	66.2031
Length   30/3, alignment  9/15, fail:	37.3359	66.1406
Length   30/3, alignment 15/ 0, found:	40.3828	66.1484
Length   30/3, alignment 15/ 0, fail:	37.2812	65.6484
Length   30/3, alignment 15/ 3, found:	40.4922	66.2188
Length   30/3, alignment 15/ 3, fail:	37.1484	65.8594
Length   30/3, alignment 15/ 9, found:	40.3828	66.5781
Length   30/3, alignment 15/ 9, fail:	36.7969	65.8594
Length   30/3, alignment 15/15, found:	40.4766	66.2969
Length   30/3, alignment 15/15, fail:	36.8281	65.7344
Length   33/3, alignment  0/ 0, found:	44.6016	71.3359
Length   33/3, alignment  0/ 0, fail:	40.1328	70.8594
Length   33/3, alignment  0/ 3, found:	44.6562	70.6641
Length   33/3, alignment  0/ 3, fail:	39.6797	70.2266
Length   33/3, alignment  0/ 9, found:	42.75	70.3438
Length   33/3, alignment  0/ 9, fail:	39.4453	70.4219
Length   33/3, alignment  0/15, found:	42.7344	70.5391
Length   33/3, alignment  0/15, fail:	39.5859	70.3438
Length   33/3, alignment  3/ 0, found:	42.9922	70.7891
Length   33/3, alignment  3/ 0, fail:	39.2344	70.5547
Length   33/3, alignment  3/ 3, found:	43.0156	70.9688
Length   33/3, alignment  3/ 3, fail:	39.3359	70.2031
Length   33/3, alignment  3/ 9, found:	44.5312	70.5234
Length   33/3, alignment  3/ 9, fail:	41.6094	70.2031
Length   33/3, alignment  3/15, found:	43.0156	71.5312
Length   33/3, alignment  3/15, fail:	39.7266	70.7812
Length   33/3, alignment  9/ 0, found:	44.5547	70.4922
Length   33/3, alignment  9/ 0, fail:	41.5312	70.5469
Length   33/3, alignment  9/ 3, found:	42.9453	70.2188
Length   33/3, alignment  9/ 3, fail:	39.2344	70.5859
Length   33/3, alignment  9/ 9, found:	44.6094	70.4219
Length   33/3, alignment  9/ 9, fail:	41.3438	70.1328
Length   33/3, alignment  9/15, found:	44.5859	70.0078
Length   33/3, alignment  9/15, fail:	39.8672	70.2656
Length   33/3, alignment 15/ 0, found:	42.9766	70.4766
Length   33/3, alignment 15/ 0, fail:	41.4219	69.7109
Length   33/3, alignment 15/ 3, found:	44.5625	70.75
Length   33/3, alignment 15/ 3, fail:	39.6641	70.2969
Length   33/3, alignment 15/ 9, found:	44.5625	77.5859
Length   33/3, alignment 15/ 9, fail:	43.1172	69.9688
Length   33/3, alignment 15/15, found:	44.6094	70.0703
Length   33/3, alignment 15/15, fail:	42.5938	70.625
Length   36/3, alignment  0/ 0, found:	44.9531	73.8047
Length   36/3, alignment  0/ 0, fail:	41.4922	73.6016
Length   36/3, alignment  0/ 3, found:	44.7422	73.5781
Length   36/3, alignment  0/ 3, fail:	40.9062	72.7422
Length   36/3, alignment  0/ 9, found:	44.2422	72.875
Length   36/3, alignment  0/ 9, fail:	41.1328	73.2188
Length   36/3, alignment  0/15, found:	44.4219	73.4609
Length   36/3, alignment  0/15, fail:	42.5	73.0234
Length   36/3, alignment  3/ 0, found:	44.25	72.9688
Length   36/3, alignment  3/ 0, fail:	40.4219	73.3281
Length   36/3, alignment  3/ 3, found:	44.2891	72.9375
Length   36/3, alignment  3/ 3, fail:	41.3516	73.3906
Length   36/3, alignment  3/ 9, found:	44.1172	73.2891
Length   36/3, alignment  3/ 9, fail:	40.9297	73.0625
Length   36/3, alignment  3/15, found:	46.0938	73.6641
Length   36/3, alignment  3/15, fail:	42.9844	73.125
Length   36/3, alignment  9/ 0, found:	46.0625	73.0234
Length   36/3, alignment  9/ 0, fail:	42.8906	73.3906
Length   36/3, alignment  9/ 3, found:	44.2578	73.0625
Length   36/3, alignment  9/ 3, fail:	40.9297	72.9531
Length   36/3, alignment  9/ 9, found:	44.6094	72.9219
Length   36/3, alignment  9/ 9, fail:	41.0312	74.1953
Length   36/3, alignment  9/15, found:	46.3438	73.1562
Length   36/3, alignment  9/15, fail:	42.6953	73.3828
Length   36/3, alignment 15/ 0, found:	44.5703	74.5078
Length   36/3, alignment 15/ 0, fail:	41.1562	73.2031
Length   36/3, alignment 15/ 3, found:	44.375	72.7812
Length   36/3, alignment 15/ 3, fail:	40.5859	73.0781
Length   36/3, alignment 15/ 9, found:	44.2031	73.5156
Length   36/3, alignment 15/ 9, fail:	41.1016	73.8984
Length   36/3, alignment 15/15, found:	44.4688	74.1719
Length   36/3, alignment 15/15, fail:	41.1875	73.6328
Length   39/3, alignment  0/ 0, found:	46.6719	75.8359
Length   39/3, alignment  0/ 0, fail:	42.4766	76.6016
Length   39/3, alignment  0/ 3, found:	45.5938	75.9219
Length   39/3, alignment  0/ 3, fail:	43.1719	76.0938
Length   39/3, alignment  0/ 9, found:	45.8906	75.7422
Length   39/3, alignment  0/ 9, fail:	42.2422	76.1406
Length   39/3, alignment  0/15, found:	45.8359	75.9297
Length   39/3, alignment  0/15, fail:	42.2422	75.8672
Length   39/3, alignment  3/ 0, found:	45.6641	75.8906
Length   39/3, alignment  3/ 0, fail:	43.9062	75.8203
Length   39/3, alignment  3/ 3, found:	47.5938	75.4453
Length   39/3, alignment  3/ 3, fail:	42.5391	76.3125
Length   39/3, alignment  3/ 9, found:	54.7344	76.2344
Length   39/3, alignment  3/ 9, fail:	44.4141	75.8203
Length   39/3, alignment  3/15, found:	45.5391	76.3203
Length   39/3, alignment  3/15, fail:	44.8281	75.75
Length   39/3, alignment  9/ 0, found:	47.5234	76.3281
Length   39/3, alignment  9/ 0, fail:	44.2891	75.9922
Length   39/3, alignment  9/ 3, found:	47.2344	75.3125
Length   39/3, alignment  9/ 3, fail:	44.3984	76.125
Length   39/3, alignment  9/ 9, found:	47.6562	75.8281
Length   39/3, alignment  9/ 9, fail:	42.4766	75.9609
Length   39/3, alignment  9/15, found:	45.6953	76.0859
Length   39/3, alignment  9/15, fail:	42.5312	76.6094
Length   39/3, alignment 15/ 0, found:	45.875	75.4219
Length   39/3, alignment 15/ 0, fail:	44.3984	75.8672
Length   39/3, alignment 15/ 3, found:	47.75	75.6953
Length   39/3, alignment 15/ 3, fail:	43.4375	76.3047
Length   39/3, alignment 15/ 9, found:	46.5625	76.2734
