                       	oldstrsep	strsep	simple_strsep
Length  175/25, alignment  3/ 9, found:	84.1094	82.8047	1375.5
Length  175/25, alignment  3/ 9, fail:	136.984	132.18	2759
Length  175/25, alignment  3/15, found:	83.3203	84.1016	1398.29
Length  175/25, alignment  3/15, fail:	134.984	134.352	2603.61
Length  175/25, alignment  9/ 0, found:	79.9609	78.7578	1286.37
Length  175/25, alignment  9/ 0, fail:	127.703	125.633	2726.53
Length  175/25, alignment  9/ 3, found:	83.3516	83.6016	1374.35
Length  175/25, alignment  9/ 3, fail:	133.617	134.719	2759.4
Length  175/25, alignment  9/ 9, found:	105.711	83.2031	1376.61
Length  175/25, alignment  9/ 9, fail:	137.008	131.898	2753.32
Length  175/25, alignment  9/15, found:	83.5	84.5469	1375.36
Length  175/25, alignment  9/15, fail:	158.359	134.289	2757.07
Length  175/25, alignment 15/ 0, found:	85.5781	84.6406	1373.89
Length  175/25, alignment 15/ 0, fail:	136.453	134.484	2779.92
Length  175/25, alignment 15/ 3, found:	83.0078	89.7109	1371.07
Length  175/25, alignment 15/ 3, fail:	126.297	125.281	2578.79
Length  175/25, alignment 15/ 9, found:	78.8906	77.2578	1308.76
Length  175/25, alignment 15/ 9, fail:	128.672	123.578	2580.37
Length  175/25, alignment 15/15, found:	78.4688	78.5938	1286.29
Length  175/25, alignment 15/15, fail:	125.93	125.031	2603.98
Length  104/26, alignment  0/ 0, found:	59.9062	59.2812	809.68
Length  104/26, alignment  0/ 0, fail:	88.6797	89.375	1595.59
Length  104/26, alignment  0/ 3, found:	58.9062	60.3125	812.5
Length  104/26, alignment  0/ 3, fail:	83.4922	94.3203	1518.45
Length  104/26, alignment  0/ 9, found:	60.6875	59.6641	863.625
Length  104/26, alignment  0/ 9, fail:	87.5234	101.883	1703.45
Length  104/26, alignment  0/15, found:	60.5859	59.7422	880.164
Length  104/26, alignment  0/15, fail:	94.625	102.727	1840.55
Length  104/26, alignment  3/ 0, found:	64.5703	62.5	922.539
Length  104/26, alignment  3/ 0, fail:	94.5234	95.1953	1822.05
Length  104/26, alignment  3/ 3, found:	67.2969	62.9453	921.906
Length  104/26, alignment  3/ 3, fail:	94	93.6953	1800.97
Length  104/26, alignment  3/ 9, found:	63.7812	63.3906	864.727
Length  104/26, alignment  3/ 9, fail:	94.4375	93.3438	1820.13
Length  104/26, alignment  3/15, found:	62.1875	63.9844	922.031
Length  104/26, alignment  3/15, fail:	94.5703	117.578	1840.26
Length  104/26, alignment  9/ 0, found:	65.0938	62.5	861.789
Length  104/26, alignment  9/ 0, fail:	94.9688	94.3125	1699.28
Length  104/26, alignment  9/ 3, found:	62.9766	62.8047	863.414
Length  104/26, alignment  9/ 3, fail:	94.1484	111.539	1843.38
Length  104/26, alignment  9/ 9, found:	63.7969	62.7812	922.086
Length  104/26, alignment  9/ 9, fail:	94.7109	99.9688	1820.63
Length  104/26, alignment  9/15, found:	62.875	62.8672	915.094
Length  104/26, alignment  9/15, fail:	94.1641	99	1843.58
Length  104/26, alignment 15/ 0, found:	64.3672	62.4297	861.562
Length  104/26, alignment 15/ 0, fail:	94.3672	94.9453	1699.19
Length  104/26, alignment 15/ 3, found:	62.875	64.2344	862
Length  104/26, alignment 15/ 3, fail:	94.2031	96.2031	1719.1
Length  104/26, alignment 15/ 9, found:	63.5781	63.4141	863.43
Length  104/26, alignment 15/ 9, fail:	93.7891	105.516	1755.5
Length  104/26, alignment 15/15, found:	64.5625	65.0469	893.969
Length  104/26, alignment 15/15, fail:	97.2422	97.0469	1761.89
Length  130/26, alignment  0/ 0, found:	74.7188	97.125	1185.31
Length  130/26, alignment  0/ 0, fail:	111.961	113.523	2347.27
Length  130/26, alignment  0/ 3, found:	74.7969	76.1484	1194.4
Length  130/26, alignment  0/ 3, fail:	113.867	113.516	2366.58
Length  130/26, alignment  0/ 9, found:	75.5547	73.7734	1185.09
Length  130/26, alignment  0/ 9, fail:	110.719	110.812	2346.19
Length  130/26, alignment  0/15, found:	76.8281	76.3203	1207.99
Length  130/26, alignment  0/15, fail:	112.43	113.492	2347.2
Length  130/26, alignment  3/ 0, found:	76.1562	75.9453	1110.97
Length  130/26, alignment  3/ 0, fail:	116.391	113.922	2217.8
Length  130/26, alignment  3/ 3, found:	75.8594	76.6562	1109.15
Length  130/26, alignment  3/ 3, fail:	113.93	113.625	2345.91
Length  130/26, alignment  3/ 9, found:	76.4375	73.3047	1184.92
Length  130/26, alignment  3/ 9, fail:	116.219	134.102	2347.23
Length  130/26, alignment  3/15, found:	76.4844	75.9766	1110.73
Length  130/26, alignment  3/15, fail:	113.867	112.953	2364.54
Length  130/26, alignment  9/ 0, found:	77.4844	76.1641	1185.27
Length  130/26, alignment  9/ 0, fail:	114.969	113.812	2346.13
Length  130/26, alignment  9/ 3, found:	76.6484	76.1719	1186.41
Length  130/26, alignment  9/ 3, fail:	112.836	113.719	2360.62
Length  130/26, alignment  9/ 9, found:	76.3828	73.9297	1184.81
Length  130/26, alignment  9/ 9, fail:	114.805	110.75	2346.22
Length  130/26, alignment  9/15, found:	77.875	76.2734	1198.94
Length  130/26, alignment  9/15, fail:	113.359	113.375	2347.22
Length  130/26, alignment 15/ 0, found:	78.0078	76.1172	1187.33
Length  130/26, alignment 15/ 0, fail:	114.555	113.625	2208.71
Length  130/26, alignment 15/ 3, found:	76.7656	76.3047	1107.8
Length  130/26, alignment 15/ 3, fail:	113.484	113.195	2193.02
Length  130/26, alignment 15/ 9, found:	76.1641	72.6719	1105.07
Length  130/26, alignment 15/ 9, fail:	116.086	127.844	2307.3
Length  130/26, alignment 15/15, found:	75.875	76.3594	1142.12
Length  130/26, alignment 15/15, fail:	113.445	113.43	2191.96
Length  156/26, alignment  0/ 0, found:	87.25	98.6562	1413.19
Length  156/26, alignment  0/ 0, fail:	129.367	130.602	2721.21
Length  156/26, alignment  0/ 3, found:	84.1484	84.375	1321.54
Length  156/26, alignment  0/ 3, fail:	130.578	147.141	2623.92
Length  156/26, alignment  0/ 9, found:	86.7031	80.6172	1321.19
Length  156/26, alignment  0/ 9, fail:	130.492	127.562	2639.17
Length  156/26, alignment  0/15, found:	83.2422	83.8594	1408.09
Length  156/26, alignment  0/15, fail:	128.484	128.617	2626.09
Length  156/26, alignment  3/ 0, found:	87.0156	83.7969	1338.24
Length  156/26, alignment  3/ 0, fail:	129.414	129.688	2624.38
Length  156/26, alignment  3/ 3, found:	83.1562	83.3672	1321.62
Length  156/26, alignment  3/ 3, fail:	128.43	129.398	2640.78
Length  156/26, alignment  3/ 9, found:	85.2656	80.4688	1408.12
Length  156/26, alignment  3/ 9, fail:	129.805	125.82	2820.52
Length  156/26, alignment  3/15, found:	83.8281	83.1953	1321.71
Length  156/26, alignment  3/15, fail:	128.477	129.047	2626.45
Length  156/26, alignment  9/ 0, found:	85.1328	83.8438	1320.2
Length  156/26, alignment  9/ 0, fail:	144.422	129.641	2807.98
Length  156/26, alignment  9/ 3, found:	82.3203	83.7969	1408.07
Length  156/26, alignment  9/ 3, fail:	128.18	129.047	2821
Length  156/26, alignment  9/ 9, found:	86.0547	80.2188	1324.92
Length  156/26, alignment  9/ 9, fail:	129.359	127.367	2629.66
Length  156/26, alignment  9/15, found:	83.5703	84.0781	1334.95
Length  156/26, alignment  9/15, fail:	128.273	129.148	2807.98
Length  156/26, alignment 15/ 0, found:	86.75	83.5703	1408.19
Length  156/26, alignment 15/ 0, fail:	129.062	129.555	2820.52
Length  156/26, alignment 15/ 3, found:	83.0938	84.0859	1322.46
Length  156/26, alignment 15/ 3, fail:	130	129.281	2643.45
Length  156/26, alignment 15/ 9, found:	86.0156	80.2031	1408.12
Length  156/26, alignment 15/ 9, fail:	129.422	127.203	2806.85
Length  156/26, alignment 15/15, found:	83.5469	83.5312	1421.9
Length  156/26, alignment 15/15, fail:	128.32	129.438	2806.75
Length  182/26, alignment  0/ 0, found:	90.7734	90.6172	1639.42
Length  182/26, alignment  0/ 0, fail:	145.672	144.125	3285.02
Length  182/26, alignment  0/ 3, found:	89.7734	89.9453	1540.94
Length  182/26, alignment  0/ 3, fail:	142.977	143.578	3277.64
Length  182/26, alignment  0/ 9, found:	89.8516	88.8516	1537.21
Length  182/26, alignment  0/ 9, fail:	144.812	141.086	3280.14
Length  182/26, alignment  0/15, found:	89.1328	88.8516	1638.49
Length  182/26, alignment  0/15, fail:	142.195	142.93	3279.31
Length  182/26, alignment  3/ 0, found:	89.7812	90.5078	1541.43
Length  182/26, alignment  3/ 0, fail:	146.297	143.719	3063.76
Length  182/26, alignment  3/ 3, found:	89.0859	88.8594	1556.43
Length  182/26, alignment  3/ 3, fail:	142.156	143.609	3267.2
Length  182/26, alignment  3/ 9, found:	89.4297	88.8594	1656.41
Length  182/26, alignment  3/ 9, fail:	145.016	141.094	3266.73
Length  182/26, alignment  3/15, found:	88.6016	88.2344	1662.19
Length  182/26, alignment  3/15, fail:	142.109	142.828	3078.75
Length  182/26, alignment  9/ 0, found:	89.4453	89.8438	1538.21
Length  182/26, alignment  9/ 0, fail:	143.148	143.484	3282.2
Length  182/26, alignment  9/ 3, found:	88.4688	88.8438	1638.57
Length  182/26, alignment  9/ 3, fail:	141.734	143.023	3282.07
Length  182/26, alignment  9/ 9, found:	89.4922	87.5078	1540.15
Length  182/26, alignment  9/ 9, fail:	146.102	140.641	3081.91
Length  182/26, alignment  9/15, found:	89.4531	88.7031	1638.32
Length  182/26, alignment  9/15, fail:	141.719	143.523	3267.3
Length  182/26, alignment 15/ 0, found:	89.9844	89.5625	1594.54
Length  182/26, alignment 15/ 0, fail:	144.367	143.555	3064.28
Length  182/26, alignment 15/ 3, found:	89.7109	88.7109	1535.36
Length  182/26, alignment 15/ 3, fail:	156.266	143.266	3063.52
Length  182/26, alignment 15/ 9, found:	90.2969	88.8594	1535.16
Length  182/26, alignment 15/ 9, fail:	143.773	140.93	3079.18
Length  182/26, alignment 15/15, found:	89.2422	88.9453	1535.89
Length  182/26, alignment 15/15, fail:	141.734	143.125	3078.62
Length  108/27, alignment  0/ 0, found:	68.4531	68.5781	960.117
Length  108/27, alignment  0/ 0, fail:	102.242	102.578	1889.91
Length  108/27, alignment  0/ 3, found:	68.4062	69.1641	958.812
Length  108/27, alignment  0/ 3, fail:	101.727	103.711	1902.31
Length  108/27, alignment  0/ 9, found:	68.8906	68.0859	958.039
Length  108/27, alignment  0/ 9, fail:	102.148	99.5	1886.69
Length  108/27, alignment  0/15, found:	67.7656	67.9766	1014.03
Length  108/27, alignment  0/15, fail:	101.258	102.398	2033.91
Length  108/27, alignment  3/ 0, found:	68.2812	67.6641	1013.99
Length  108/27, alignment  3/ 0, fail:	101.734	102.164	2021.61
Length  108/27, alignment  3/ 3, found:	67.375	68.5156	1044.84
Length  108/27, alignment  3/ 3, fail:	116.992	105.883	1956.86
Length  108/27, alignment  3/ 9, found:	71.1016	69.8594	994.312
Length  108/27, alignment  3/ 9, fail:	118.203	103	1957.91
Length  108/27, alignment  3/15, found:	70.5078	71.4688	1010.21
Length  108/27, alignment  3/15, fail:	129.148	105.898	2095.38
Length  108/27, alignment  9/ 0, found:	71.4453	71.7344	994.07
Length  108/27, alignment  9/ 0, fail:	105.133	111.977	1972.27
Length  108/27, alignment  9/ 3, found:	70.4688	70.3359	989.234
Length  108/27, alignment  9/ 3, fail:	122.617	106.094	1955.54
Length  108/27, alignment  9/ 9, found:	71.4297	69.6406	988.984
Length  108/27, alignment  9/ 9, fail:	116.633	102.977	1969.05
Length  108/27, alignment  9/15, found:	70.4062	70.3906	988.867
Length  108/27, alignment  9/15, fail:	129.648	105.938	1956.7
Length  108/27, alignment 15/ 0, found:	70.5859	70.3438	988.93
Length  108/27, alignment 15/ 0, fail:	105.227	106.359	2037.34
Length  108/27, alignment 15/ 3, found:	70.0625	70.8672	989.195
Length  108/27, alignment 15/ 3, fail:	123.609	105.828	2094.24
Length  108/27, alignment 15/ 9, found:	70.7812	70.1719	1051.43
Length  108/27, alignment 15/ 9, fail:	118.188	102.906	2121.63
Length  108/27, alignment 15/15, found:	69.6641	70.7969	1051.34
Length  108/27, alignment 15/15, fail:	125.023	107.742	1949.71
Length  135/27, alignment  0/ 0, found:	77.875	76.6641	1231.82
Length  135/27, alignment  0/ 0, fail:	115.773	113.961	2358.78
Length  135/27, alignment  0/ 3, found:	71.75	71.5234	1133.7
Length  135/27, alignment  0/ 3, fail:	104.578	105.945	2356.23
Length  135/27, alignment  0/ 9, found:	71.7969	67.5234	1133.52
Length  135/27, alignment  0/ 9, fail:	106.977	105.805	2299.89
Length  135/27, alignment  0/15, found:	74.3203	76.3047	1211.7
Length  135/27, alignment  0/15, fail:	111.961	112.336	2450.83
Length  135/27, alignment  3/ 0, found:	75.9297	76.6328	1136.73
Length  135/27, alignment  3/ 0, fail:	114.422	113.633	2292.81
Length  135/27, alignment  3/ 3, found:	76.3438	75.9609	1136.09
Length  135/27, alignment  3/ 3, fail:	111.984	112.109	2268.47
Length  135/27, alignment  3/ 9, found:	76.5859	72.0469	1135.55
Length  135/27, alignment  3/ 9, fail:	111.516	110.664	2290.55
Length  135/27, alignment  3/15, found:	76.0703	74.9766	1135.98
Length  135/27, alignment  3/15, fail:	112.523	111.859	2268.97
Length  135/27, alignment  9/ 0, found:	77.7891	75.0469	1160.17
Length  135/27, alignment  9/ 0, fail:	113.18	113.57	2428.23
Length  135/27, alignment  9/ 3, found:	76.1172	75.9141	1211.41
Length  135/27, alignment  9/ 3, fail:	111.828	112.594	2450.22
Length  135/27, alignment  9/ 9, found:	73.5234	72.2578	1211.76
Length  135/27, alignment  9/ 9, fail:	113.961	110.305	2427.82
Length  135/27, alignment  9/15, found:	78.5938	76.0625	1247.66
Length  135/27, alignment  9/15, fail:	112.008	112.781	2268.85
Length  135/27, alignment 15/ 0, found:	75.0078	75.6953	1136.41
Length  135/27, alignment 15/ 0, fail:	113.539	113.383	2291.31
Length  135/27, alignment 15/ 3, found:	75.7891	75.7812	1211.7
Length  135/27, alignment 15/ 3, fail:	111.781	112.391	2429.12
Length  135/27, alignment 15/ 9, found:	77.6797	72.0156	1211.63
Length  135/27, alignment 15/ 9, fail:	114.242	110.656	2451.7
Length  135/27, alignment 15/15, found:	78.8672	75.9766	1136.8
Length  135/27, alignment 15/15, fail:	111.422	112.508	2268.63
Length  162/27, alignment  0/ 0, found:	84.4141	83.4688	1387.58
Length  162/27, alignment  0/ 0, fail:	130.578	130.047	2723.59
Length  162/27, alignment  0/ 3, found:	81.6094	82.8359	1367.98
Length  162/27, alignment  0/ 3, fail:	129.219	130.773	2745.5
Length  162/27, alignment  0/ 9, found:	82.6406	79.8125	1458.75
Length  162/27, alignment  0/ 9, fail:	132.398	126.406	2924.74
Length  162/27, alignment  0/15, found:	81.4609	82.6094	1369.91
Length  162/27, alignment  0/15, fail:	129.023	129.414	2720.91
Length  162/27, alignment  3/ 0, found:	85.0703	82.8281	1389.89
Length  162/27, alignment  3/ 0, fail:	131.445	129.562	2902.6
Length  162/27, alignment  3/ 3, found:	81.2344	81.7734	1369.72
Length  162/27, alignment  3/ 3, fail:	129.648	129.852	2755.15
Length  162/27, alignment  3/ 9, found:	82.6953	79.4141	1475.99
Length  162/27, alignment  3/ 9, fail:	131.953	126.398	2925.52
Length  162/27, alignment  3/15, found:	83.1484	81.8594	1475.8
Length  162/27, alignment  3/15, fail:	128.781	128.586	2903.3
Length  162/27, alignment  9/ 0, found:	84.5391	102.594	1368.48
Length  162/27, alignment  9/ 0, fail:	129.781	129.461	2721.6
Length  162/27, alignment  9/ 3, found:	81.1953	81.9219	1368.05
Length  162/27, alignment  9/ 3, fail:	129.023	147.492	2902.84
Length  162/27, alignment  9/ 9, found:	84.2266	78.7891	1458.78
Length  162/27, alignment  9/ 9, fail:	131.344	125.859	2925.74
Length  162/27, alignment  9/15, found:	81.1641	81.5078	1367.77
Length  162/27, alignment  9/15, fail:	128.367	129.391	2966.13
Length  162/27, alignment 15/ 0, found:	86.5156	86.1562	1511.02
Length  162/27, alignment 15/ 0, fail:	134.82	133.805	3008.99
Length  162/27, alignment 15/ 3, found:	84.3125	85.1328	1533.25
Length  162/27, alignment 15/ 3, fail:	134.281	133.039	3006.37
Length  162/27, alignment 15/ 9, found:	85.4844	82.4766	1510.93
Length  162/27, alignment 15/ 9, fail:	135.688	129.977	2837.48
Length  162/27, alignment 15/15, found:	84.2969	84.9453	1418.74
Length  162/27, alignment 15/15, fail:	134.062	133.125	2836.73
Length  189/27, alignment  0/ 0, found:	92.4141	93.6484	1639.94
Length  189/27, alignment  0/ 0, fail:	150.688	150.398	3615.48
Length  189/27, alignment  0/ 3, found:	95.6406	96.0938	1810.12
Length  189/27, alignment  0/ 3, fail:	153.648	153.969	3653.66
Length  189/27, alignment  0/ 9, found:	96.4609	95.2031	1809.9
Length  189/27, alignment  0/ 9, fail:	152.617	151.156	3649.49
Length  189/27, alignment  0/15, found:	96.1484	94.5938	1809.92
Length  189/27, alignment  0/15, fail:	152.789	152.406	3632.48
Length  189/27, alignment  3/ 0, found:	95.8281	95.9766	1828.74
Length  189/27, alignment  3/ 0, fail:	154.852	154.25	3630.41
Length  189/27, alignment  3/ 3, found:	95.6406	95.0938	1736.62
Length  189/27, alignment  3/ 3, fail:	153.211	152.609	3412.03
Length  189/27, alignment  3/ 9, found:	95.7969	94.2578	1719.68
Length  189/27, alignment  3/ 9, fail:	153.305	150.883	3410.35
Length  189/27, alignment  3/15, found:	96.4766	94.9141	1718.25
Length  189/27, alignment  3/15, fail:	152.164	153.031	3525.77
Length  189/27, alignment  9/ 0, found:	91.9766	92.7344	1745.51
Length  189/27, alignment  9/ 0, fail:	167.188	148.719	3502.55
Length  189/27, alignment  9/ 3, found:	92.0234	91.6016	1745.29
Length  189/27, alignment  9/ 3, fail:	147.68	147.789	3526.07
Length  189/27, alignment  9/ 9, found:	91.2188	90.0625	1745.24
Length  189/27, alignment  9/ 9, fail:	148.109	145.461	3523.94
Length  189/27, alignment  9/15, found:	91.0781	90.9844	1745.23
Length  189/27, alignment  9/15, fail:	147.32	147.859	3521.13
Length  189/27, alignment 15/ 0, found:	91.6484	92.6641	1700.78
Length  189/27, alignment 15/ 0, fail:	144.82	143.258	3400.69
Length  189/27, alignment 15/ 3, found:	87.8672	88.5312	1685.16
Length  189/27, alignment 15/ 3, fail:	142.383	142.883	3399.61
Length  189/27, alignment 15/ 9, found:	89.4297	87.4531	1685.09
Length  189/27, alignment 15/ 9, fail:	144.164	140.344	3404.43
Length  189/27, alignment 15/15, found:	87.8438	88.4766	1685.05
Length  189/27, alignment 15/15, fail:	141.594	143.398	3382
Length  112/28, alignment  0/ 0, found:	68.9766	68.7656	1011.13
Length  112/28, alignment  0/ 0, fail:	103.023	101.742	2114.56
Length  112/28, alignment  0/ 3, found:	69.4766	69.5547	1053.94
Length  112/28, alignment  0/ 3, fail:	101.836	101.68	2112.91
Length  112/28, alignment  0/ 9, found:	63.2969	63.0938	922.523
Length  112/28, alignment  0/ 9, fail:	95.1562	91.6562	1852.34
Length  112/28, alignment  0/15, found:	64.1172	63.9844	921.359
Length  112/28, alignment  0/15, fail:	95.1875	94.4531	1865.31
Length  112/28, alignment  3/ 0, found:	65.1406	63.4844	921.68
Length  112/28, alignment  3/ 0, fail:	95.6719	94.2734	1837.6
Length  112/28, alignment  3/ 3, found:	65.4062	64.0703	921.719
Length  112/28, alignment  3/ 3, fail:	94.3047	94.5703	1859.41
Length  112/28, alignment  3/ 9, found:	64.3125	61.5938	922.641
Length  112/28, alignment  3/ 9, fail:	95.9141	91.7656	1836.45
Length  112/28, alignment  3/15, found:	64.1875	64.0469	920.266
Length  112/28, alignment  3/15, fail:	95.4453	94.9609	1854.02
Length  112/28, alignment  9/ 0, found:	64.2344	63.6719	921.594
Length  112/28, alignment  9/ 0, fail:	94.9688	94.7422	1836.4
Length  112/28, alignment  9/ 3, found:	63.5859	63.7422	921.695
Length  112/28, alignment  9/ 3, fail:	94.8516	94.5859	1855.12
Length  112/28, alignment  9/ 9, found:	63.0469	61.3281	985.008
Length  112/28, alignment  9/ 9, fail:	101.062	97.7422	1960.15
Length  112/28, alignment  9/15, found:	67.3516	68.0312	983.648
Length  112/28, alignment  9/15, fail:	101.109	101.547	1974.55
Length  112/28, alignment 15/ 0, found:	68.6094	68.1797	986.359
Length  112/28, alignment 15/ 0, fail:	101.984	100.992	1960.32
Length  112/28, alignment 15/ 3, found:	68.7109	68.9375	1045.23
Length  112/28, alignment 15/ 3, fail:	100.977	101.344	2176.74
Length  112/28, alignment 15/ 9, found:	71.25	69.3047	1020.15
Length  112/28, alignment 15/ 9, fail:	104.828	101.875	2094.11
Length  112/28, alignment 15/15, found:	73.1406	73.4453	1081.35
Length  112/28, alignment 15/15, fail:	108.18	108.539	2255.39
Length  140/28, alignment  0/ 0, found:	85.0625	83.1016	1396.7
Length  140/28, alignment  0/ 0, fail:	124.977	125.523	2820.27
Length  140/28, alignment  0/ 3, found:	84.5938	84.0859	1320.73
Length  140/28, alignment  0/ 3, fail:	123.977	124.57	2621.55
Length  140/28, alignment  0/ 9, found:	84.8047	79.8359	1333.12
Length  140/28, alignment  0/ 9, fail:	125.742	122.773	2799.56
Length  140/28, alignment  0/15, found:	83.0078	83.125	1319.17
Length  140/28, alignment  0/15, fail:	123.594	124.539	2637.48
Length  140/28, alignment  3/ 0, found:	84.6641	82.9922	1396.62
Length  140/28, alignment  3/ 0, fail:	124.281	124.328	2818.37
Length  140/28, alignment  3/ 3, found:	83.8203	84.1641	1315.67
Length  140/28, alignment  3/ 3, fail:	123.352	123.93	2623.86
Length  140/28, alignment  3/ 9, found:	82.0781	79.0391	1333.56
Length  140/28, alignment  3/ 9, fail:	125.016	122.422	2624.53
Length  140/28, alignment  3/15, found:	83.4141	83.0781	1313.63
Length  140/28, alignment  3/15, fail:	123.055	124.445	2631.95
Length  140/28, alignment  9/ 0, found:	84.875	83.1562	1396.45
Length  140/28, alignment  9/ 0, fail:	125.906	124.766	2800.09
Length  140/28, alignment  9/ 3, found:	83.3281	82.7109	1418.88
Length  140/28, alignment  9/ 3, fail:	123.016	123.789	2803.69
Length  140/28, alignment  9/ 9, found:	84.7266	77.8906	1396.42
Length  140/28, alignment  9/ 9, fail:	124.523	122.258	2817.28
Length  140/28, alignment  9/15, found:	83.9062	83.25	1318.84
Length  140/28, alignment  9/15, fail:	123.562	123.945	2641.37
Length  140/28, alignment 15/ 0, found:	85.1875	82.8438	1396.51
Length  140/28, alignment 15/ 0, fail:	125.75	124.609	2628.82
Length  140/28, alignment 15/ 3, found:	84.125	83.1172	1331.38
Length  140/28, alignment 15/ 3, fail:	124.055	124.383	2624.44
Length  140/28, alignment 15/ 9, found:	86.1875	79.4453	1318.39
Length  140/28, alignment 15/ 9, fail:	124.586	123.406	2638.05
Length  140/28, alignment 15/15, found:	83.7734	83.3203	1315.34
Length  140/28, alignment 15/15, fail:	123.32	124.461	2810.98
Length  168/28, alignment  0/ 0, found:	91.6094	91.6094	1534.68
Length  168/28, alignment  0/ 0, fail:	138.539	137.805	3036.47
Length  168/28, alignment  0/ 3, found:	86.9609	87.6953	1530.77
Length  168/28, alignment  0/ 3, fail:	138.273	138.516	3234.91
Length  168/28, alignment  0/ 9, found:	88.0156	85.7656	1619.84
Length  168/28, alignment  0/ 9, fail:	135.57	149.461	3044.7
Length  168/28, alignment  0/15, found:	85.9922	86.8281	1516.12
Length  168/28, alignment  0/15, fail:	136.727	136.992	3048.64
Length  168/28, alignment  3/ 0, found:	88.8438	87.7969	1610.45
Length  168/28, alignment  3/ 0, fail:	138.5	136.805	3251.23
Length  168/28, alignment  3/ 3, found:	87.9219	87.0078	1610.82
Length  168/28, alignment  3/ 3, fail:	137.711	136.773	3250.79
Length  168/28, alignment  3/ 9, found:	87.0703	85.3516	1523.32
Length  168/28, alignment  3/ 9, fail:	138.82	134.727	3038.43
Length  168/28, alignment  3/15, found:	86.0781	86.875	1536.83
Length  168/28, alignment  3/15, fail:	137.766	137.305	3234.47
Length  168/28, alignment  9/ 0, found:	88.9844	87.5938	1522.2
Length  168/28, alignment  9/ 0, fail:	139.516	137.078	3030.58
Length  168/28, alignment  9/ 3, found:	85.9219	86.9453	1516.03
Length  168/28, alignment  9/ 3, fail:	136.883	136.75	3050.87
Length  168/28, alignment  9/ 9, found:	86.5703	85.9844	1610.55
Length  168/28, alignment  9/ 9, fail:	138.445	134.312	3045.27
Length  168/28, alignment  9/15, found:	85.4688	88.0312	1516.91
Length  168/28, alignment  9/15, fail:	136.109	136.648	3188.72
Length  168/28, alignment 15/ 0, found:	88.0938	87.5078	1604.3
Length  168/28, alignment 15/ 0, fail:	137.93	137.375	3184.91
Length  168/28, alignment 15/ 3, found:	86.3281	87.0469	1578.31
Length  168/28, alignment 15/ 3, fail:	137.156	136.938	3036.49
Length  168/28, alignment 15/ 9, found:	86.0234	85.3047	1516.88
Length  168/28, alignment 15/ 9, fail:	140.406	134.352	3042.92
Length  168/28, alignment 15/15, found:	85.1406	86.9297	1610.33
Length  168/28, alignment 15/15, fail:	136.523	136.289	3246.67
Length  196/28, alignment  0/ 0, found:	95.6797	94.6406	1772.84
Length  196/28, alignment  0/ 0, fail:	154.75	153.992	3552.68
Length  196/28, alignment  0/ 3, found:	95.4922	94.9297	1875.09
Length  196/28, alignment  0/ 3, fail:	153.297	153.625	3788.23
Length  196/28, alignment  0/ 9, found:	95.625	93.8828	1770.91
Length  196/28, alignment  0/ 9, fail:	153.883	150.984	3547.97
Length  196/28, alignment  0/15, found:	95.5625	94.8125	1771.3
Length  196/28, alignment  0/15, fail:	152.258	152.938	3777.97
Length  196/28, alignment  3/ 0, found:	95.3594	95.2969	1874.52
Length  196/28, alignment  3/ 0, fail:	154.57	153.18	3783.64
Length  196/28, alignment  3/ 3, found:	97.3438	94.8125	1874.59
Length  196/28, alignment  3/ 3, fail:	153.016	152.539	3787.17
Length  196/28, alignment  3/ 9, found:	94.8125	93.8906	1874.45
Length  196/28, alignment  3/ 9, fail:	153.461	150.727	3788.09
Length  196/28, alignment  3/15, found:	95.1953	94.5	1874.4
Length  196/28, alignment  3/15, fail:	153.078	152.547	3782.55
Length  196/28, alignment  9/ 0, found:	95.4219	94.8594	1771.01
Length  196/28, alignment  9/ 0, fail:	154.141	152.492	3550.34
Length  196/28, alignment  9/ 3, found:	95.1875	94.4844	1770.42
Length  196/28, alignment  9/ 3, fail:	152.383	152.594	3776.88
Length  196/28, alignment  9/ 9, found:	96.0312	93.7031	1874.88
Length  196/28, alignment  9/ 9, fail:	153	150.383	3766.16
Length  196/28, alignment  9/15, found:	94.9297	94.9922	1771.28
Length  196/28, alignment  9/15, fail:	152.797	152.109	3760.29
Length  196/28, alignment 15/ 0, found:	95.7812	107.703	1874.27
Length  196/28, alignment 15/ 0, fail:	153.508	152.375	3766.6
Length  196/28, alignment 15/ 3, found:	95.5	94.6406	1874.82
Length  196/28, alignment 15/ 3, fail:	153.047	152.539	3764.95
Length  196/28, alignment 15/ 9, found:	95.8281	93.9375	1895.28
Length  196/28, alignment 15/ 9, fail:	153.844	149.828	3533.78
Length  196/28, alignment 15/15, found:	96.8438	94.4609	1785.52
Length  196/28, alignment 15/15, fail:	153.078	152.602	3531.4
Length  116/29, alignment  0/ 0, found:	73.375	73.2812	1116.61
Length  116/29, alignment  0/ 0, fail:	109.914	108.234	1969.58
Length  116/29, alignment  0/ 3, found:	64.7891	64.5469	953.359
Length  116/29, alignment  0/ 3, fail:	95.2812	93.6016	2070.36
Length  116/29, alignment  0/ 9, found:	66.1016	63.6562	1061.29
Length  116/29, alignment  0/ 9, fail:	99.0781	94.0547	2076.16
Length  116/29, alignment  0/15, found:	66.6016	65.9297	983.492
Length  116/29, alignment  0/15, fail:	97.6094	96.9922	1966.39
